name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,day,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup
a18c47,StoutHalfling,CloisteredScholar,20180613T01:09:44Z,Wizard16,Wizard,SchoolofNecromancy,16,WarCaster|SecondChance,144,11,10,13,16,20,13,13,,Arcana|History|Investigation|Religion,Dagger,AnimateDead_3,061218,,,,Halfling,AnimateDead_3,Dagger,1618
c22cbc,Dragonborn,HauntedOne,20180706T07:02:32Z,Fighter6,Fighter,BattleMaster,16,,216,16,20,20,20,14,14,14,,Athletics|History|Investigation|Survival,Shortsword|Shortsword,,070618,,,,Dragonborn,,Shortsword,1618
a9a61d,Turtle,Criminal,20180623T02:20:07Z,Druid16,Druid,CircleoftheLand,16,,153,14,10,12,18,13,20,10,,Stealth|Nature|AnimalHandling|Survival|Deception,Scimitar,Barkskin_2|SpiderClimb_2|CallLightning_3|PlantGrowth_3|Divination_4|FreedomofMovement_4|CommunewithNature_5|TreeStride_5,062218,,,,Turtle,Barkskin_2|SpiderClimb_2|CallLightning_3|PlantGrowth_3|Divination_4|FreedomofMovement_4|CommunewithNature_5|TreeStride_5,Scimitar,1618
cb9242,Goblin,Criminal,20180623T03:10:32Z,Sorcerer16,Sorcerer,WildMagic,16,Lucky,104,13,8,17,14,12,10,20,,Stealth|Arcana|Deception|Intimidation,Quarterstaff|Dagger,,062218,,,,Goblin,,Quarterstaff|Dagger,1618
2b842f,Lizardfolk,MercenaryVeteran,20180624T17:25:13Z,Fighter6,Fighter,Champion,16,,164,16,20,16,18,12,12,9,,Athletics|Acrobatics|Insight|Perception|Survival|Persuasion,Greatsword|Warhammer,,062418,,,,Lizardfolk,,Greatsword|Warhammer,1618
f11604,Human,Noble,20180624T12:59:48Z,Wizard16,Wizard,SchoolofConjuration,16,InspiringLeader|Tough,130,10,8,10,14,20,12,16,LawfulEvil,Arcana|History|Insight|Intimidation|Persuasion,Dagger,Infestation_0|MageHand_0|Friends_0|Message_0|ShockingGrasp_0|FindFamiliar(R)(C)_1|UnseenServant(R)(C)_1|CauseFear_1|DisguiseSelf_1|DetectMagic_1|MageArmor_1|Identify_1|ComprehendLanguages_1|CharmPerson_1|CrownOfMadness_2|DetectThoughts_2|DustDevil(C)_2|HoldPerson_2|MindSpike_2|RayOfEnfeeblement_2|AnimateDead_3|SummonLesserDemons(C)_3|PhantomSteed(R)_3|Fireball_3|Fear_3|HypnoticPattern_3|ConjureMinorElementals(C)_4|Mordenkainen'sFaithfulHound(C)_4|SummonGreaterDemon(C)_4|PhantasmalKiller_4|ConjureElemental(C)_5|Cloudkill(C)_5|MentalPrison_6|SoulCage_6|Disintegrate_6|CircleOfDeath_6|Mordenkainen'sMagnificentMansion(C)_7|CrownOfStars_7|MightyFortress_8|MaddeningDarkness_8|AntipathySympathy_8,062418,LE,E,L,Human,Infestation_0|MageHand_0|Friends_0|Message_0|ShockingGrasp_0|FindFamiliar_1|UnseenServant_1|CauseFear_1|DisguiseSelf_1|DetectMagic_1|MageArmor_1|Identify_1|ComprehendLanguages_1|CharmPerson_1|CrownofMadness_2|DetectThoughts_2|DustDevil_2|HoldPerson_2|MindSpike_2|RayofEnfeeblement_2|AnimateDead_3|SummonLesserDemons_3|PhantomSteed_3|Fireball_3|Fear_3|HypnoticPattern_3|ConjureMinorElementals_4|MordenkainensFaithfulHound_4|SummonGreaterDemon_4|PhantasmalKiller_4|ConjureElemental_5|Cloudkill_5|MentalPrison_6|SoulCage_6|Disintegrate_6|CircleofDeath_6|MordenkainensMagnificentMansion_7|CrownofStars_7|MightyFortress_8|MaddeningDarkness_8|AntipathySympathy_8,Dagger,1618
f218b2,HighElf,Inheritor,20180624T00:18:50Z,Warlock16,Warlock,TheGreatOldOne,16,KeenMind,111,14,9,16,15,13,12,17,NeutralEvil,Arcana|Perception|Survival|Deception|Intimidation|Persuasion,Dagger,EldritchBlast_0|Prestidigitation_0|MinorIllusion_0|LightningLure_0|ViciousMockery_0|MoldEarth_0|Friends_0|Hex_1|HellishRebuke_1|ComprehendLanguages_1|MistyStep_2|MirrorImage_2|RayOfInfeeblement_2|Fly_3|RemoveCurse_3|HungerOfHadar_3|DimensionDoor_4|Banishment_4|HoldMonster_5|NegativeEnergyFlood_5|DanseMacabre_5,062318,NE,E,N,Elf,EldritchBlast_0|Prestidigitation_0|MinorIllusion_0|LightningLure_0|ViciousMockery_0|MoldEarth_0|Friends_0|Hex_1|HellishRebuke_1|ComprehendLanguages_1|MistyStep_2|MirrorImage_2|RayofEnfeeblement_2|Fly_3|RemoveCurse_3|HungerofHadar_3|DimensionDoor_4|Banishment_4|HoldMonster_5|NegativeEnergyFlood_5|DanseMacabre_5,Dagger,1618
1549e6,Human,Knight,20180812T22:26:23Z,Paladin16,Paladin,OathofDevotion,16,,229,18,16,13,18,14,12,14,,History|Insight|Intimidation|Persuasion,Javelin,ProtectionfromEvilandGood_1|Sanctuary_1|LesserRestoration_2|ZoneofTruth_2|BeaconofHope_3|DispelMagic_3|FreedomofMovement_4|GuardianofFaith_4,081218,,,,Human,ProtectionfromEvilandGood_1|Sanctuary_1|LesserRestoration_2|ZoneofTruth_2|BeaconofHope_3|DispelMagic_3|FreedomofMovement_4|GuardianofFaith_4,Javelin,1618
58683a,WoodElf,Noble,20180812T22:28:04Z,Ranger16,Ranger,BeastMaster,16,,150,16,12,20,14,12,12,14,,Stealth|History|AnimalHandling|Perception|Survival|Persuasion,Shortsword|Longbow,HuntersMark_1|AnimalFriendship_1|SpeakWithAnimals_1|CureWounds_1|LesserRestoration_2|PassWithoutATrace_2|SpikeGrowth_2|WindWall_3|WaterBreathing_3|SpeakWithPlants_3|ConjureWoodlandBeings_4|LocateCreature_4,081218,,,,Elf,HuntersMark_1|AnimalFriendship_1|SpeakwithAnimals_1|CureWounds_1|LesserRestoration_2|PassWithoutTrace_2|SpikeGrowth_2|WindWall_3|WaterBreathing_3|SpeakwithPlants_3|ConjureWoodlandBeings_4|LocateCreature_4,Shortsword|Longbow,1618
2060ca,Human,Soldier,20180621T04:11:26Z,Paladin15,Paladin,OathofVengeance,15,PolearmMaster|GreatWeaponMaster|Resilient,169,18,25,10,18,8,13,17,,Athletics|Insight|Perception|Intimidation|Persuasion,Halberd+1|Javelin|Halberd+1GWM,Bane_1|HuntersMark_1|HoldPerson_2|MistyStep_2|Haste_3|ProtectionfromEnergy_3|Banishment_4|DimensionDoor_4,062018,,,,Human,Bane_1|HuntersMark_1|HoldPerson_2|MistyStep_2|Haste_3|ProtectionfromEnergy_3|Banishment_4|DimensionDoor_4,Halberd|Javelin,1215
cd6bd2,Human,Soldier,20180615T03:56:44Z,Barbarian15,Barbarian,PathoftheTotemWarrior,15,Sentinel|PolearmMaster,201,20,25,18,18,8,12,10,,Athletics|Nature|Perception|Survival|Intimidation,Halberd|Handaxe|Javelin|HalberdButt,,061418,,,,Human,,Halberd|Handaxe|Javelin,1215
de118c,Human,Pirate,20180619T03:14:30Z,Barbarian15,Barbarian,PathoftheTotemWarrior,15,Sentinel|PolearmMaster,201,20,25,18,18,8,12,10,ChaoticGood,Athletics|Stealth|Perception|Survival|Intimidation,Handaxe|Battleaxe+1|Longbow|Battleaxe+1Rage,,061818,CG,G,C,Human,,Handaxe|Battleaxe|Longbow,1215
1ae626,MountainDwarf,ClanCrafter,20180717T17:29:01Z,Fighter5,Fighter,Champion,15,SquatNimbleness|ShieldMaster|Skilled|Tough,169,20,20,8,16,12,14,8,,Athletics|History|Investigation|Nature|AnimalHandling|Insight|Perception|Survival,Warhammer|Handaxe,,071718,,,,Dwarf,,Warhammer|Handaxe,1215
d3310c,Human,Soldier,20180615T04:10:21Z,Paladin15,Paladin,OathofVengeance,15,PolearmMaster|GreatWeaponMaster|Resilient,132,16,18,10,14,8,10,16,,Athletics|Insight|Perception|Intimidation|Persuasion,Halberd|Javelin,Bane_1|HuntersMark_1|HoldPerson_2|MistyStep_2|Haste_3|ProtectionfromEnergy_3|Banishment_4|DimensionDoor_4,061418,,,,Human,Bane_1|HuntersMark_1|HoldPerson_2|MistyStep_2|Haste_3|ProtectionfromEnergy_3|Banishment_4|DimensionDoor_4,Halberd|Javelin,1215
5324c0,HighElf,UrbanBountyHunter,20180615T04:07:09Z,Fighter5,Fighter,EldritchKnight,15,WarCaster|Sentinel|Resilient,139,24,19,20,14,16,12,8,chaoticgood,Acrobatics|Stealth|Insight|Perception|Survival,Rapier|CBowlight,,061418,CG,G,C,Elf,,Rapier|CBowLight,1215
41f232,HalfOrc,FarTraveler,20180615T04:08:49Z,Paladin15,Paladin,OathofVengeance,15,GreatWeaponMaster,153,16,18,10,16,8,10,16,ChaoticGood,Athletics|Insight|Perception|Intimidation|Persuasion,Greatsword|Javelin,Bane_1|HuntersMark_1|HoldPerson_2|MistyStep_2|Haste_3|ProtectionfromEnergy_3|Banishment_4|DimensionDoor_4,061418,CG,G,C,HalfOrc,Bane_1|HuntersMark_1|HoldPerson_2|MistyStep_2|Haste_3|ProtectionfromEnergy_3|Banishment_4|DimensionDoor_4,Greatsword|Javelin,1215
20622f,HighElf,Sailor,20180615T04:04:59Z,Fighter5,Fighter,BattleMaster,15,CBowExpert|Sharpshooter,170,16,8,20,18,9,14,10,,Athletics|Perception|Survival|Intimidation,CBowheavy|CBowlight,,061418,,,,Elf,,CBowHeavy|CBowLight,1215
30f9b9,DeepGnome,MercenaryVeteran,20180812T22:29:58Z,Barbarian15,Barbarian,PathoftheBerserker,15,,200,15,15,14,17,12,10,14,,Athletics|Intimidation|Persuasion,Greataxe|Handaxe|Javelin,,081218,,,,Gnome,,Greataxe|Handaxe|Javelin,1215
9368d0,HalfOrc,Knight,20180822T22:25:49Z,Fighter5,Fighter,BattleMaster,15,GreatWeaponMaster,225,16,20,14,20,15,14,13,,History|AnimalHandling|Insight|Intimidation|Persuasion,Greatsword|Whip|CBowlight,,082218,,,,HalfOrc,,Greatsword|Whip|CBowLight,1215
37842a,HalfElf,FarTraveler,20180416T21:33:57Z,Ranger15,Ranger,BeastMaster,15,,151,15,10,19,14,12,14,15,,Investigation|Nature|AnimalHandling|Insight|Perception,Shortsword|Longbow,,041618,,,,HalfElf,,Shortsword|Longbow,1215
e97ae1,WoodElf,FolkHero,20180416T21:33:57Z,Druid15,Druid,CircleoftheMoon,15,,118,14,9,17,14,12,19,9,,Nature|AnimalHandling|Medicine|Perception|Survival,Quarterstaff|Scimitar,,041618,,,,Elf,,Quarterstaff|Scimitar,1215
4b9745,HighElf,Urchin,20180416T21:33:57Z,Rogue15,Rogue,ArcaneTrickster,15,,104,14,11,19,13,17,11,12,,Acrobatics|SleightofHand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,041618,,,,Elf,,Rapier|Shortbow|Dagger,1215
b5a5b4,Dragonborn,Acolyte,20180416T21:33:57Z,Sorcerer15,Sorcerer,DraconicBloodline,15,,119,14,12,13,15,13,9,20,,Arcana|Religion|Insight|Intimidation,CBowlight|Dagger,,041618,,,,Dragonborn,,CBowLight|Dagger,1215
7a4887,DarkElf,Acolyte,20180416T21:33:57Z,Cleric15,Cleric,LifeDomain,15,,118,18,16,14,13,10,18,11,,Religion|Insight|Medicine|Perception|Persuasion,Mace|CBowlight,Bless_1|CureWounds_1|LesserRestoration_2|SpiritualWeapon_2|BeaconofHope_3|Revivify_3|DeathWard_4|GuardianofFaith_4|MassCureWounds_5|RaiseDead_5,041618,,,,Elf,Bless_1|CureWounds_1|LesserRestoration_2|SpiritualWeapon_2|BeaconofHope_3|Revivify_3|DeathWard_4|GuardianofFaith_4|MassCureWounds_5|RaiseDead_5,Mace|CBowLight,1215
c3bece,Goliath,FolkHero,20180416T21:33:57Z,Barbarian15,Barbarian,PathoftheTotemWarrior,15,,202,16,19,14,19,8,11,9,,Athletics|Nature|AnimalHandling|Survival|Intimidation,Greataxe|Javelin,,041618,,,,Goliath,,Greataxe|Javelin,1215
c96884,HalfOrc,ClanCrafter,20180804T00:20:44Z,Barbarian14,Barbarian,PathoftheBerserker,14,GreatWeaponMaster|Tough,159,16,20,11,15,7,12,12,,History|Insight|Perception|Survival|Intimidation,Greataxe|Javelin,,080318,,,,HalfOrc,,Greataxe|Javelin,1215
b2d598,ForestGnome,PortCityNoble,20180709T14:29:17Z,Fighter4,Fighter,EldritchKnight,14,Skilled|PolearmMaster|FadeAway|Linguist|SquatNimbleness,88,16,19,15,10,19,14,10,,Acrobatics|Arcana|History|Nature|Religion|Insight|Survival|Persuasion,Trident,TrueStrike_0|ShapeWater_0|Prestidigitation_0|Shield_1|Thunderwave_1|Identify_1|ComprehendLanguages_1|Dragon'sBreath(Lightning)_2|MistyStep_2|SeeInvisibility_2|Haste_3|Fireball_3|Counterspell_3,070918,,,,Gnome,TrueStrike_0|ShapeWater_0|Prestidigitation_0|Shield_1|Thunderwave_1|Identify_1|ComprehendLanguages_1|MistyStep_2|SeeInvisibility_2|Haste_3|Fireball_3|Counterspell_3,Trident,1215
3b4031,HighElf,Knight,20180816T21:56:02Z,Mystic14,Mystic,OrderoftheSoulKnife,14,ElvenAccuracy|Resilient,115,17,10,20,16,12,10,10,,Arcana|Insight|Medicine|Perception|Persuasion,Spear|CBowlight|SoulKnifeWPP,GreenFlameBlade2d8_0,081618,,,,Elf,GreenFlameBlade_0,Spear|CBowLight,1215
0af90d,Human,Soldier,20180804T01:43:54Z,Fighter4,Fighter,PurpleDragonKnight,14,Charger|Tough|Mobile|Alert,158,19,20,13,16,10,11,12,,Athletics|Perception|Survival|Intimidation|Persuasion,Warpick|Handaxe,,080318,,,,Human,,Warpick|Handaxe,1215
84085a,Human,Outlander,20180501T18:33:57Z,Wizard14,Wizard,SchoolofAbjuration,14,Observant,58,19,9,14,10,20,17,17,ChaoticNeutral,Athletics|Arcana|History|Medicine|Survival,Quarterstaff,,050118,CN,N,C,Human,,Quarterstaff,1215
8e441f,Human,GuildArtisan,20180703T22:54:22Z,Monk13,Monk,WayoftheDrunkenMaster,13,Alert,69,19,8,20,13,10,18,10,,Acrobatics|Stealth|Religion|Insight|Performance|Persuasion,Shortsword|Dart|Unarmedstrike,,070318,,,,Human,,Shortsword|Dart|UnarmedStrike,1215
4f5fa9,Variant,UrbanBountyHunter,20180714T22:06:49Z,Rogue13,Rogue,Swashbuckler,13,,107,16,10,20,17,10,13,18,,Acrobatics|SleightofHand|Stealth|Investigation|Perception|Deception,Rapier|Shortbow|Dagger,,071418,,,,HalfElf,,Rapier|Shortbow|Dagger,1215
e7b828,HillDwarf,Sailor,20180825T02:00:43Z,Cleric13,Cleric,TempestDomain,13,,120,19,15,10,17,8,20,10,lawfulgood,Athletics|Religion|Insight|Perception,Mace|CBowlight,SpareTheDying_0|SacredFlame_0|WordOfRadiance_0|TollTheDead_0|Resistance_0|Light_0|FogCloud_1|Thunderwave_1|InflictWound_1|CureWounds_1|Sanctuary_1|GuidingBolt_1|Bless_1|HealingWord_1|GustofWind_2|Shatter_2|SpiritualWeapon_2|HoldPerson_2|CallLightning_3|SleetStorm_3|SpiritGaurdians_3|LifeTransference_3|Revivify_3|ControlWater_4|IceStorm_4|GuardianOfFaith_4|FreedomOfMovement_4|DestructiveWave_5|InsectPlague_5|FlameStrike_5|GreaterRestoration_5|Heal_6|FireStorm_7,082418,LG,G,L,Dwarf,SparetheDying_0|SacredFlame_0|WordofRadiance_0|TolltheDead_0|Resistance_0|Light_0|FogCloud_1|Thunderwave_1|InflictWounds_1|CureWounds_1|Sanctuary_1|GuidingBolt_1|Bless_1|HealingWord_1|GustofWind_2|Shatter_2|SpiritualWeapon_2|HoldPerson_2|CallLightning_3|SleetStorm_3|SpiritGuardians_3|LifeTransference_3|Revivify_3|ControlWater_4|IceStorm_4|GuardianofFaith_4|FreedomofMovement_4|DestructiveWave_5|InsectPlague_5|FlameStrike_5|GreaterRestoration_5|Heal_6|FireStorm_7,Mace|CBowLight,1215
bfc357,LightfootHalfling,Criminal,20180822T01:32:50Z,Rogue13,Rogue,Thief,13,,94,15,14,18,14,13,10,14,,SleightofHand|Stealth|Deception|Persuasion,Shortsword|Shortbow|Dagger,,082118,,,,Halfling,,Shortsword|Shortbow|Dagger,1215
6f918e,Tabaxi,Criminal,20180709T14:05:11Z,Rogue12,Rogue,Mastermind,12,Actor|KeenMind|Observant,75,14,12,16,12,15,18,16,,SleightofHand|Stealth|Insight|Perception|Deception|Intimidation|Persuasion,Rapier|Shortbow|Dagger,,070918,,,,Tabaxi,,Rapier|Shortbow|Dagger,1215
b2a4fc,Firbolg,Acolyte,20180621T20:25:45Z,Cleric12,Cleric,ForgeDomain,12,,111,18,14,10,18,13,20,12,,History|Religion|Insight|Medicine,Mace|CBowlight,Identify_1|SearingSmite_1|HeatMetal_2|MagicWeapon_2|ElementalWeapon_3|ProtectionfromEnergy_3|Fabricate_4|WallofFire_4|AnimateObjects_5|Creation_5,062118,,,,Firbolg,Identify_1|SearingSmite_1|HeatMetal_2|MagicWeapon_2|ElementalWeapon_3|ProtectionfromEnergy_3|Fabricate_4|WallofFire_4|AnimateObjects_5|Creation_5,Mace|CBowLight,1215
be80e1,LightfootHalfling,Criminal,20180724T21:44:25Z,Rogue12,Rogue,Thief,12,,87,19,14,18,14,13,10,14,ChaoticGood,SleightofHand|Stealth|Deception|Persuasion,Shortsword|Shortbow|Dagger,,072418,CG,G,C,Halfling,,Shortsword|Shortbow|Dagger,1215
afe304,Aarakocra,FarTraveler,20180814T18:33:43Z,Ranger12,Ranger,BeastMaster,12,Lucky|Sharpshooter,88,15,10,19,12,10,12,14,,Athletics|Stealth|AnimalHandling|Insight|Perception,Shortsword|Longbow,,081418,,,,Aarakocra,,Shortsword|Longbow,1215
ff0168,HalfOrc,FolkHero,20180816T22:24:39Z,Fighter2,Fighter,Champion,12,GreatWeaponMaster,112,20,18,13,16,11,11,13,ChaoticNeutral,Athletics|AnimalHandling|Perception|Survival|Intimidation,Greatsword|Battleaxe|MagmaBattleaxe|CBowLight|UnarmedStrike,,081618,CN,N,C,HalfOrc,,Greatsword|Battleaxe|CBowLight|UnarmedStrike,1215
5c97c9,Tabaxi,FolkHero,20180829T09:34:02Z,Ranger12,Ranger,Hunter,12,DualWielder|Alert,89,16,8,18,12,10,15,14,CN,Athletics|Stealth|Investigation|Nature|AnimalHandling|Perception|Survival,Longbow|TridentV|NetOfReduce|Claws|Rapier,EnsnaringStrike_1|HailOfThorns_1|HuntersMark_1|CordonOfArrows_2|Silence_2|PassWithoutATrace_2|LightningArrow_3|ConjureBarrage_3,082918,CN,N,C,Tabaxi,EnsnaringStrike_1|HailofThorns_1|HuntersMark_1|CordonOfArrows_2|Silence_2|PassWithoutTrace_2|LightningArrow_3|ConjureBarrage_3,Longbow|Trident|Net|Rapier,1215
a27429,Human,Courtier,20180625T03:50:11Z,Cleric12,Cleric,ForgeDomain,12,HeavyArmorMaster,119,17,20,12,18,10,14,9,,History|Religion|Insight|Medicine|Persuasion,Mace|CBowlight,Identify_1|SearingSmite_1|HeatMetal_2|MagicWeapon_2|ElementalWeapon_3|ProtectionfromEnergy_3|Fabricate_4|WallofFire_4|AnimateObjects_5|Creation_5,062418,,,,Human,Identify_1|SearingSmite_1|HeatMetal_2|MagicWeapon_2|ElementalWeapon_3|ProtectionfromEnergy_3|Fabricate_4|WallofFire_4|AnimateObjects_5|Creation_5,Mace|CBowLight,1215
642f2c,HalfOrc,BarbarianTribeMember,20180625T04:01:08Z,Barbarian12,Barbarian,PathoftheZealot,12,,188,20,20,20,20,11,10,11,,Athletics|Nature|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,062418,,,,HalfOrc,,Greataxe|Handaxe|Javelin,1215
56b2db,ForestGnome,Hermit,20180625T03:43:18Z,Wizard12,Wizard,SchoolofEvocation,12,,100,14,13,18,16,20,16,14,,Arcana|Religion|Insight|Medicine,Quarterstaff,,062418,,,,Gnome,,Quarterstaff,1215
321a37,Variant,Sage,20180625T03:57:42Z,Sorcerer12,Sorcerer,DraconicBloodline,12,Observant,107,18,13,20,16,16,16,20,,Arcana|History|Insight|Persuasion,CBowlight|Dagger,,062418,,,,HalfElf,,CBowLight|Dagger,1215
