e97ae1,2018-04-16T21:33:57Z,Druid,Circle of the Moon,15,,118,14,9,17,14,12,19,9,Nature|Animal Handling|Medicine|Perception|Survival,,Elf,,Quarterstaff|Scimitar
4b9745,2018-04-16T21:33:57Z,Rogue,Arcane Trickster,15,,104,14,11,19,13,17,11,12,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,,Elf,,Rapier|Shortbow|Dagger
b5a5b4,2018-04-16T21:33:57Z,Sorcerer,Draconic Bloodline,15,,119,14,12,13,15,13,9,20,Arcana|Religion|Insight|Intimidation,,Dragonborn,,CBow Light|Dagger
7a4887,2018-04-16T21:33:57Z,Cleric,Life Domain,15,,118,18,16,14,13,10,18,11,Religion|Insight|Medicine|Perception|Persuasion,,Elf,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,Mace|CBow Light
c3bece,2018-04-16T21:33:57Z,Barbarian,Path of the Totem Warrior,15,,202,16,19,14,19,8,11,9,Athletics|Nature|Animal Handling|Survival|Intimidation,,Goliath,,Greataxe|Javelin
c96884,2018-08-04T00:20:44Z,Barbarian,Path of the Berserker,14,Great Weapon Master|Tough,159,16,20,11,15,7,12,12,History|Insight|Perception|Survival|Intimidation,,Half-Orc,,Greataxe|Javelin
b2d598,2018-07-09T14:29:17Z,Fighter,Eldritch Knight,14,Skilled|Polearm Master|Fade Away|Linguist|Squat Nimbleness,88,16,19,15,10,19,14,10,Acrobatics|Arcana|History|Nature|Religion|Insight|Survival|Persuasion,,Gnome,True Strike*0|Shape Water*0|Prestidigitation*0|Shield*1|Thunderwave*1|Identify*1|Comprehend Languages*1|Misty Step*2|See Invisibility*2|Haste*3|Fireball*3|Counterspell*3,Trident
3b4031,2018-08-16T21:56:02Z,Mystic,Order of the Soul Knife,14,Elven Accuracy|Resilient,115,17,10,20,16,12,10,10,Arcana|Insight|Medicine|Perception|Persuasion,,Elf,Green-Flame Blade*0,Spear|CBow Light
0af90d,2018-08-04T01:43:54Z,Fighter,Purple Dragon Knight,14,Charger|Tough|Mobile|Alert,158,19,20,13,16,10,11,12,Athletics|Perception|Survival|Intimidation|Persuasion,,Human,,War pick|Handaxe
84085a,2018-05-01T18:33:57Z,Wizard,School of Abjuration,14,Observant,58,19,9,14,10,20,17,17,Athletics|Arcana|History|Medicine|Survival,CN,Human,,Quarterstaff
8e441f,2018-07-03T22:54:22Z,Monk,Way of the Drunken Master,13,Alert,69,19,8,20,13,10,18,10,Acrobatics|Stealth|Religion|Insight|Performance|Persuasion,,Human,,Shortsword|Dart|Unarmed Strike
4f5fa9,2018-07-14T22:06:49Z,Rogue,Swashbuckler,13,,107,16,10,20,17,10,13,18,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,,Half-Elf,,Rapier|Shortbow|Dagger
e7b828,2018-08-25T02:00:43Z,Cleric,Tempest Domain,13,,120,19,15,10,17,8,20,10,Athletics|Religion|Insight|Perception,LG,Dwarf,Spare the Dying*0|Sacred Flame*0|Word of Radiance*0|Toll the Dead*0|Resistance*0|Light*0|Fog Cloud*1|Thunderwave*1|Inflict Wounds*1|Cure Wounds*1|Sanctuary*1|Guiding Bolt*1|Bless*1|Healing Word*1|Gust of Wind*2|Shatter*2|Spiritual Weapon*2|Hold Person*2|Call Lightning*3|Sleet Storm*3|Spirit Guardians*3|Life Transference*3|Revivify*3|Control Water*4|Ice Storm*4|Guardian of Faith*4|Freedom of Movement*4|Destructive Wave*5|Insect Plague*5|Flame Strike*5|Greater Restoration*5|Heal*6|Fire Storm*7,Mace|CBow Light
bfc357,2018-08-22T01:32:50Z,Rogue,Thief,13,,94,15,14,18,14,13,10,14,Sleight of Hand|Stealth|Deception|Persuasion,,Halfling,,Shortsword|Shortbow|Dagger
6f918e,2018-07-09T14:05:11Z,Rogue,Mastermind,12,Actor|Keen Mind|Observant,75,14,12,16,12,15,18,16,Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Persuasion,,Tabaxi,,Rapier|Shortbow|Dagger
b2a4fc,2018-06-21T20:25:45Z,Cleric,Forge Domain,12,,111,18,14,10,18,13,20,12,History|Religion|Insight|Medicine,,Firbolg,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5,Mace|CBow Light
be80e1,2018-07-24T21:44:25Z,Rogue,Thief,12,,87,19,14,18,14,13,10,14,Sleight of Hand|Stealth|Deception|Persuasion,CG,Halfling,,Shortsword|Shortbow|Dagger
afe304,2018-08-14T18:33:43Z,Ranger,Beast Master,12,Lucky|Sharpshooter,88,15,10,19,12,10,12,14,Athletics|Stealth|Animal Handling|Insight|Perception,,Aarakocra,,Shortsword|Longbow
ff0168,2018-08-16T22:24:39Z,Fighter,Champion,12,Great Weapon Master,112,20,18,13,16,11,11,13,Athletics|Animal Handling|Perception|Survival|Intimidation,CN,Half-Orc,,Greatsword|Battleaxe|CBow Light|Unarmed Strike
5c97c9,2018-08-29T09:34:02Z,Ranger,Hunter,12,Dual Wielder|Alert,89,16,8,18,12,10,15,14,Athletics|Stealth|Investigation|Nature|Animal Handling|Perception|Survival,CN,Tabaxi,Ensnaring Strike*1|Hail of Thorns*1|Hunters Mark*1|Cordon Of Arrows*2|Silence*2|Pass Without Trace*2|Lightning Arrow*3|Conjure Barrage*3,Longbow|Trident|Net|Rapier
a27429,2018-06-25T03:50:11Z,Cleric,Forge Domain,12,Heavy Armor Master,119,17,20,12,18,10,14,9,History|Religion|Insight|Medicine|Persuasion,,Human,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5,Mace|CBow Light
642f2c,2018-06-25T04:01:08Z,Barbarian,Path of the Zealot,12,,188,20,20,20,20,11,10,11,Athletics|Nature|Perception|Survival|Intimidation,,Half-Orc,,Greataxe|Handaxe|Javelin
56b2db,2018-06-25T03:43:18Z,Wizard,School of Evocation,12,,100,14,13,18,16,20,16,14,Arcana|Religion|Insight|Medicine,,Gnome,,Quarterstaff
321a37,2018-06-25T03:57:42Z,Sorcerer,Draconic Bloodline,12,Observant,107,18,13,20,16,16,16,20,Arcana|History|Insight|Persuasion,,Half-Elf,,CBow Light|Dagger
7919c2,2018-06-25T04:04:28Z,Paladin,Oath of Vengeance,12,,139,20,20,14,18,10,16,16,History|Insight|Intimidation|Persuasion,,Aasimar,Bane*1|Hunters Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,Warhammer|Javelin
2242a7,2018-06-25T04:03:03Z,Bard,College of Swords,12,,110,16,8,20,16,10,14,20,Acrobatics|Stealth|Perception|Deception|Performance,,Halfling,,Dagger|Shortsword|Scimitar|CBow Light
9a7b7f,2018-06-25T03:48:24Z,Warlock,The Celestial,12,,117,16,10,20,16,12,18,20,Arcana|History|Investigation|Nature,,Tiefling,Light*0|Sacred Flame*0,CBow Light|Dagger
033ce0,2018-06-25T04:05:47Z,Ranger,Hunter,12,Sharpshooter|Elven Accuracy,131,16,11,20,16,12,14,12,Athletics|Stealth|Investigation|Nature|Perception|Survival,,Elf,,Shortsword|Longbow
2242a7,2018-06-25T03:55:37Z,Rogue,Swashbuckler,12,Alert|Mobile,141,16,10,20,20,10,14,12,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception,,Halfling,,Dagger|Shortsword|Scimitar
c58946,2018-06-25T03:54:28Z,Fighter,Samurai,12,Heavy Armor Master|Polearm Master|Sentinel,162,16,20,14,20,11,14,13,History|Animal Handling|Perception|Intimidation|Persuasion,,Dwarf,,Halberd|Maul|CBow Light
624b00,2018-08-29T09:15:46Z,Paladin,Oath of Ancients,12,Lucky,124,18,19,23,18,10,13,18,Athletics|Animal Handling|Survival|Persuasion,,Turtle,Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Thunderous Smite*1|Purify Food and Drink*1|Compelled Duel*1|Protection from Evil and Good*1|Command*1|Detect Magic*1|Bless*1|Wrathful Smite*1|Divine Favor*1|Cure Wounds*1|Moonbeam*2|Misty Step*2|Lesser Restoration*2|Branding Smite*2|Find Steed*2|Zone of Truth*2|Magic Weapon*2|Plant Growth*3|Protection from Energy*3|Aura Of Vitality*3|Remove Curse*3|Daylight*3|Blinding Smite*3|Elemental Weapon*3,Battleaxe|Javelin|Greataxe
c0a87f,2018-05-19T16:10:37Z,Druid,Circle of spores,12,,76,19,10,16,14,10,20,11,Arcana|History|Nature|Animal Handling|Survival,CN,Turtle,Chill Touch*0|Gentle Repose*2|Ray of Enfeeblement*2|Animate Dead*3|Gaseous Form*3|Blight*4|Confusion*4|Cloudkill*5|Contagion*5,Quarterstaff
e3adef,2018-08-10T02:24:35Z,Sorcerer,Storm Sorcery,11,Spell Sniper,95,11,13,13,18,8,8,20,History|Insight|Deception|Intimidation|Persuasion,,Half-Orc,,Mace|Dagger
fc6b06,2018-06-11T04:42:36Z,Paladin,Oath of Vengeance,11,,127,20,18,14,18,10,16,16,History|Insight|Intimidation|Persuasion,,Aasimar,Bane*1|Hunters Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,Warhammer|Javelin
e6c8ab,2018-08-16T17:32:03Z,Rogue,Mastermind,10,Healer,24,15,17,16,15,13,12,9,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,NN,Human,,Dagger|CBow Light
458a02,2018-08-23T22:43:50Z,Monk,Way of the Sun Soul,10,Sentinel,63,18,8,20,13,8,16,6,Acrobatics|Stealth|Religion|Insight|Medicine,NN,,,Unarmed Strike
e6f0d7,2018-07-09T14:07:04Z,Sorcerer,Storm Sorcery,10,Dragon Hide|Spell Sniper,42,12,10,14,10,13,12,18,Arcana|Religion|Insight|Persuasion,,Dragonborn,Control Flames*0|Fire Bolt*0|Mage Hand*0|Lightning Lure*0|Mending*0|Message*0|Comprehend Languages*1|Mage Armor*1|Suggestion*2|Web*2|Crown of Madness*2|Counterspell*3|Tongues*3|Major Image*3|Polymorph*4|Sickening Radiance*4|Immolation*5,Dagger
9b4c34,2018-07-09T14:31:04Z,Paladin,OathBreaker,10,Squat Nimbleness,84,18,17,10,14,12,14,16,Athletics|History|Insight|Intimidation|Persuasion,,Dwarf,Hellish Rebuke*1|Inflict Wounds*1|Thunderous Smite*1|Heroism*1|Cure Wounds*1|Protection from Evil and Good*1|Crown of Madness*2|Darkness*2|Zone of Truth*2|Find Steed*2|Magic Weapon*2|Animate Dead*3|Bestow Curse*3|Remove Curse*3|Elemental Weapon*3,Javelin
792235,2018-07-09T14:32:55Z,Fighter,Purple Dragon Knight,10,Sentinel|Mage Slayer|Shield Master,76,18,18,10,14,10,16,10,History|Animal Handling|Insight|Perception|Performance|Persuasion,,Human,,Longsword|Handaxe
20a586,2018-07-09T15:25:02Z,Druid,Circle of the Land,10,Wood Elf Magic|Elven Accuracy,53,16,10,16,10,16,18,10,Arcana|History|Nature|Medicine|Perception|Survival,,Elf,Guidance*0|Mold Earth*0|Shape Water*0|Thorn Whip*0|Druidcraft*0|Create or Destroy Water*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Spider Climb*2|Animal Messenger*2|Skywrite*2|Lesser Restoration*2|Call Lightning*3|Plant Growth*3|Erupting Earth*3|Speak with Plants*3|Divination*4|Freedom of Movement*4|Watery Sphere*4|Conjure Woodland Beings*4|Commune with Nature*5|Tree Stride*5|Mass Cure Wounds*5|Wrath of Nature*5|Greater Restoration*5,Scimitar
c44e4e,2018-08-15T20:30:44Z,Cleric,Nature Domain,10,Heavy Armor Master|Orcish Fury,73,18,18,10,14,12,15,8,History|Nature|Religion|Insight|Medicine|Intimidation,CN,Half-Orc,Animal Friendship*1|Speak with Animals*1|Barkskin*2|Spike Growth*2|Plant Growth*3|Wind Wall*3|Dominate Beast*4|Grasping Vine*4|Insect Plague*5|Tree Stride*5,Mace|CBow Light
3cfb67,2018-08-07T18:44:57Z,Bard,College of Glamour,10,Mobile,88,15,12,18,14,16,17,20,Athletics|Acrobatics|Perception|Performance|Persuasion,,Aasimar,Vicious Mockery*0|Dancing Lights*0|Charm Person*1|Detect Magic*1|Healing Word*1|Thunderwave*1|Silence*2|Crown of Madness*2|Invisibility*2|Bestow Curse*3|Leomunds Tiny Hut*3|Nondetection*3|Dimension Door*4|Polymorph*4|Hallucinatory Terrain*4|Planar Binding*5|Seeming*5,Rapier|Dagger
3778bb,2018-07-26T20:39:55Z,Warlock,The Hexblade,10,,73,16,10,13,14,12,10,20,Arcana|History|Investigation|Persuasion,NN,Tiefling,Mage Hand*0|Eldritch Blast*0|Toll the Dead*0|Chill Touch*0|Shield*1|Armor of Agathys*1|Hellish Rebuke*1|Unseen Servant*1|Arcane Lock*2|Misty Step*2|Gaseous Form*3|Banishment*4|Sickening Radiance*4|Synaptic Static*5,CBow Light|Dagger|Rapier
138968,2018-06-02T05:50:04Z,Wizard,School of Necromancy,10,,62,12,11,14,15,20,13,9,Arcana|History|Religion|Insight,,Human,Animate Dead*3,Quarterstaff
4ac8d5,2018-08-15T13:39:06Z,Paladin,Oath of Vengeance,10,Tough,94,18,18,12,13,10,8,16,Athletics|Insight|Medicine|Intimidation,,Dragonborn,Bane*1|Hunters Mark*1|Cure Wounds*1|Thunderous Smite*1|Hold Person*2|Misty Step*2|Haste*3,Longsword|Javelin
585f45,2018-08-30T22:57:50Z,Sorcerer,Shadow Magic,10,Lucky,80,13,11,17,18,13,16,20,Arcana|Religion|Insight|Intimidation|Persuasion,,Human,Darkness*2,CBow Light|Dagger
4208a5,2018-08-30T23:59:22Z,Cleric,Trickery Domain,10,,100,22,16,16,18,13,20,14,Animal Handling|Insight|Survival|Persuasion,LN,Dwarf,Guidance*0|Toll the Dead*0|Word of Radiance*0|Spare the Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1|Bless*1|Healing Word*1|Cure Wounds*1|Mirror Image*2|Pass Without Trace*2|Prayer of Healing*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Bestow Curse*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3|Dimension Door*4|Polymorph*4|Banishment*4|Death Ward*4|Dominate Person*5|Modify Memory*5|Holy Weapon*5|Raise Dead*5|Flame Strike*5,Warhammer|CBow Light
382dea,2018-08-31T01:19:04Z,Ranger,Horizon Walker,10,Lucky,100,17,11,20,18,12,16,14,Athletics|Stealth|Investigation|Perception|Survival|Deception,,Human,Protection from Evil and Good*1|Hunters Mark*1|Hail of Thorns*1|Misty Step*2|Pass Without Trace*2|Haste*3|Lightning Arrow*3,Shortsword|Longbow
214c67,2018-08-28T03:44:14Z,Sorcerer,Divine Soul,10,,72,16,10,12,16,12,12,18,Arcana|Religion|Animal Handling|Survival,NG,Dwarf,Ray of Frost*0|Shocking Grasp*0|Guidance*0|Resistance*0|Message*0|Mage Hand*0|Cure Wounds*1|Shield*1|Guiding Bolt*1|Spiritual Weapon*2|Scorching Ray*2|Revivify*3|Fireball*3|Major Image*3|Banishment*4|Guardian of Faith*4|Wall of Light*5|Insect Plague*5,CBow Light|Dagger
62c3d6,2018-05-27T23:21:59Z,Cleric,Grave Domain,10,,73,18,8,18,14,10,18,10,Stealth|History|Religion|Insight|Medicine|Deception,,Kenku,Spare the Dying*0|Guidance*0|Light*0|Sacred Flame*0|Word of Radiance*0|Thaumaturgy*0|Bane*1|False Life*1|Guiding Bolt*1|Bless*1|Gentle Repose*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Revivify*3|Vampiric Touch*3|Spirit Guardians*3|Mass Healing Word*3|Animate Dead*3|Dispel Magic*3|Sending*3|Speak with Dead*3|Glyph of Warding*3|Blight*4|Death Ward*4|Banishment*4|Divination*4|Antilife Shell*5|Raise Dead*5|Mass Cure Wounds*5|Holy Weapon*5,Mace|CBow Light
17ded3,2018-08-02T04:37:42Z,Druid,Circle of the Moon,10,,90,14,10,13,17,10,20,8,Religion|Insight|Medicine|Perception,,Dwarf,,Scimitar
99bac3,2018-08-02T14:05:03Z,Paladin,Oath of Vengeance,10,Great Weapon Master,90,16,17,11,16,9,10,14,Athletics|Religion|Insight|Persuasion,,Dragonborn,Bane*1|Hunters Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,Maul|Greatsword|Javelin
8c54e5,2018-08-02T14:05:50Z,Rogue,Assassin,10,Lucky,70,16,8,20,15,10,14,12,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,,Elf,,Rapier|Shortbow|Dagger
3e1717,2018-08-02T14:05:27Z,Ranger,Hunter,10,Sharpshooter,70,16,10,20,13,10,16,8,Athletics|Stealth|Investigation|Insight|Perception|Survival,,Human,,Shortsword|Longbow
38ca26,2018-08-07T18:47:04Z,Rogue,Swashbuckler,10,Elven Accuracy|Alert,90,16,14,20,14,11,14,17,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion,,Elf,,Rapier|Shortbow|Dagger
badc40,2018-09-09T00:57:25Z,Barbarian,Path of the Totem Warrior,10,Alert|Polearm Master,65,16,17,14,17,8,10,8,Athletics|Perception|Survival|Intimidation,NG,Dwarf,,Greataxe|Handaxe|Javelin|Spear
